id,title,body,category,priority,full_text
172,Maternità,Richiedo una variazione dell'orario di lavoro È solo una domanda informativa.,Amministrazione,bassa,maternità richiedo una variazione dell'orario di lavoro è solo una domanda informativa
173,Pagamento effettuato,Richiedo il listino prezzi aggiornato Fatemi sapere.,Commerciale,media,pagamento effettuato richiedo il listino prezzi aggiornato fatemi sapere
174,Contratto da firmare,"Devo richiedere il rimborso delle spese di viaggio Quando possibile, grazie.",Amministrazione,media,contratto da firmare devo richiedere il rimborso delle spese di viaggio quando possibile grazie
175,RAM insufficiente,Il sistema nega l'accesso ai file condivisi Solo per curiosità.,Tecnico,bassa,ram insufficiente il sistema nega l'accesso ai file condivisi solo per curiosità
176,Software non funziona,La stampante non risponde ai comandi di stampa Ho bisogno di aiuto immediato.,Tecnico,alta,software non funziona la stampante non risponde ai comandi di stampa ho bisogno di aiuto immediato
177,Offerta speciale,Vorrei tracciare il mio ordine È bloccante per il mio lavoro.,Commerciale,alta,offerta speciale vorrei tracciare il mio ordine è bloccante per il mio lavoro
178,Assistenza post-vendita,Siamo interessati a una partnership commerciale Solo per curiosità.,Commerciale,bassa,assistenza post-vendita siamo interessati a una partnership commerciale solo per curiosità
179,Malattia,"Richiedo una variazione dell'orario di lavoro Situazione critica, sistema bloccato.",Amministrazione,alta,malattia richiedo una variazione dell'orario di lavoro situazione critica sistema bloccato
180,Certificato lavoro,Vorrei presentare le dimissioni Resto in attesa di risposta.,Amministrazione,media,certificato lavoro vorrei presentare le dimissioni resto in attesa di risposta
181,Assistenza post-vendita,"Ho bisogno di una spedizione urgente Situazione critica, sistema bloccato.",Commerciale,alta,assistenza post-vendita ho bisogno di una spedizione urgente situazione critica sistema bloccato
182,Driver mancante,L'applicazione si chiude inaspettatamente Ho bisogno di aiuto immediato.,Tecnico,alta,driver mancante l'applicazione si chiude inaspettatamente ho bisogno di aiuto immediato
183,Trasferta,"Vorrei presentare le dimissioni Urgentissimo, il cliente attende.",Amministrazione,alta,trasferta vorrei presentare le dimissioni urgentissimo il cliente attende
184,Sostituzione articolo,È possibile ricevere dei campioni gratuiti?,Commerciale,media,sostituzione articolo è possibile ricevere dei campioni gratuiti
185,Bluetooth non funziona,Il sistema nega l'accesso ai file condivisi È solo una domanda informativa.,Tecnico,bassa,bluetooth non funziona il sistema nega l'accesso ai file condivisi è solo una domanda informativa
186,Tastiera bloccata,Il server aziendale non è raggiungibile Grazie in anticipo.,Tecnico,media,tastiera bloccata il server aziendale non è raggiungibile grazie in anticipo
187,Cambio mansione,Devo comunicare un periodo di malattia Solo per curiosità.,Amministrazione,bassa,cambio mansione devo comunicare un periodo di malattia solo per curiosità
188,Richiesta permesso,"Ho bisogno di una lettera di referenze Quando possibile, grazie.",Amministrazione,media,richiesta permesso ho bisogno di una lettera di referenze quando possibile grazie
189,Assistenza post-vendita,Vorrei ricevere il catalogo prodotti completo Senza fretta.,Commerciale,bassa,assistenza post-vendita vorrei ricevere il catalogo prodotti completo senza fretta
190,Bluetooth non funziona,"Il sistema mostra un errore critico all'avvio Quando possibile, grazie.",Tecnico,media,bluetooth non funziona il sistema mostra un errore critico all'avvio quando possibile grazie
191,USB non riconosciuta,La licenza del software è scaduta Cordiali saluti.,Tecnico,media,usb non riconosciuta la licenza del software è scaduta cordiali saluti
192,Webcam non rilevata,Impossibile navigare su internet Grazie in anticipo.,Tecnico,media,webcam non rilevata impossibile navigare su internet grazie in anticipo
193,Bluetooth non funziona,Le email inviate non arrivano a destinazione Senza fretta.,Tecnico,bassa,bluetooth non funziona le email inviate non arrivano a destinazione senza fretta
194,Assistenza post-vendita,Ho bisogno di informazioni su un prodotto specifico È solo una domanda informativa.,Commerciale,bassa,assistenza post-vendita ho bisogno di informazioni su un prodotto specifico è solo una domanda informativa
195,Pagamento effettuato,"Devo modificare la quantità dell'ordine effettuato Emergenza, serve intervento immediato.",Commerciale,alta,pagamento effettuato devo modificare la quantità dell'ordine effettuato emergenza serve intervento immediato
196,Contratto fornitura,L'articolo che cerco è disponibile in magazzino? Quando possibile.,Commerciale,bassa,contratto fornitura l'articolo che cerco è disponibile in magazzino quando possibile
197,Webcam non rilevata,Il sistema nega l'accesso ai file condivisi Cordiali saluti.,Tecnico,media,webcam non rilevata il sistema nega l'accesso ai file condivisi cordiali saluti
198,Reso merce,L'articolo che cerco è disponibile in magazzino? Resto in attesa di risposta.,Commerciale,media,reso merce l'articolo che cerco è disponibile in magazzino resto in attesa di risposta
199,Disponibilità articolo,Il prodotto è ancora in garanzia? Grazie in anticipo.,Commerciale,media,disponibilità articolo il prodotto è ancora in garanzia grazie in anticipo
200,Stampante non stampa,Il server aziendale non è raggiungibile Non è prioritario.,Tecnico,bassa,stampante non stampa il server aziendale non è raggiungibile non è prioritario
201,Cambio mansione,Ho bisogno di una lettera di referenze,Amministrazione,media,cambio mansione ho bisogno di una lettera di referenze
202,Assegni familiari,Ho ricevuto il contratto da firmare Solo per curiosità.,Amministrazione,bassa,assegni familiari ho ricevuto il contratto da firmare solo per curiosità
203,Virus rilevato,Non riesco a connettermi alla rete aziendale Attendo riscontro.,Tecnico,media,virus rilevato non riesco a connettermi alla rete aziendale attendo riscontro
204,Disco pieno,Il sistema nega l'accesso ai file condivisi Fatemi sapere.,Tecnico,media,disco pieno il sistema nega l'accesso ai file condivisi fatemi sapere
205,Virus rilevato,"Non ricordo la password del mio account Quando possibile, grazie.",Tecnico,media,virus rilevato non ricordo la password del mio account quando possibile grazie
206,Webcam non rilevata,Il server aziendale non è raggiungibile Grazie in anticipo.,Tecnico,media,webcam non rilevata il server aziendale non è raggiungibile grazie in anticipo
207,Richiesta ferie,"Vorrei informazioni sulla liquidazione del TFR È urgente, non riesco a lavorare.",Amministrazione,alta,richiesta ferie vorrei informazioni sulla liquidazione del tfr è urgente non riesco a lavorare
208,Schermo nero,"Non ricordo la password del mio account Quando possibile, grazie.",Tecnico,media,schermo nero non ricordo la password del mio account quando possibile grazie
209,Partnership commerciale,Sono un nuovo cliente e vorrei registrarmi Cordiali saluti.,Commerciale,media,partnership commerciale sono un nuovo cliente e vorrei registrarmi cordiali saluti
210,Sostituzione articolo,"Richiedo la sostituzione dell'articolo difettoso Quando possibile, grazie.",Commerciale,media,sostituzione articolo richiedo la sostituzione dell'articolo difettoso quando possibile grazie
211,Modifica anagrafica,Devo aggiornare il mio indirizzo di residenza Grazie in anticipo.,Amministrazione,media,modifica anagrafica devo aggiornare il mio indirizzo di residenza grazie in anticipo
212,Maternità,"Richiedo una variazione dell'orario di lavoro È urgente, non riesco a lavorare.",Amministrazione,alta,maternità richiedo una variazione dell'orario di lavoro è urgente non riesco a lavorare
213,Monitor sfarfalla,"Il mouse wireless non risponde Emergenza, serve intervento immediato.",Tecnico,alta,monitor sfarfalla il mouse wireless non risponde emergenza serve intervento immediato
214,Modifica ordine,La fattura ricevuta contiene degli errori È solo una domanda informativa.,Commerciale,bassa,modifica ordine la fattura ricevuta contiene degli errori è solo una domanda informativa
215,Password dimenticata,La connessione VPN si disconnette continuamente Problema grave che blocca tutto.,Tecnico,alta,password dimenticata la connessione vpn si disconnette continuamente problema grave che blocca tutto
216,Tracciamento ordine,Il prodotto è ancora in garanzia? È bloccante per il mio lavoro.,Commerciale,alta,tracciamento ordine il prodotto è ancora in garanzia è bloccante per il mio lavoro
217,Mouse non funziona,L'aggiornamento del sistema operativo è fallito Non è prioritario.,Tecnico,bassa,mouse non funziona l'aggiornamento del sistema operativo è fallito non è prioritario
218,Disco pieno,Devo configurare la mia casella email Non è prioritario.,Tecnico,bassa,disco pieno devo configurare la mia casella email non è prioritario
219,Schermo nero,Manca il driver della scheda video Non è prioritario.,Tecnico,bassa,schermo nero manca il driver della scheda video non è prioritario
220,Trasferta,"I contributi versati risultano errati Urgentissimo, il cliente attende.",Amministrazione,alta,trasferta i contributi versati risultano errati urgentissimo il cliente attende
221,VPN non funziona,"Il file Excel non si apre correttamente Urgentissimo, il cliente attende.",Tecnico,alta,vpn non funziona il file excel non si apre correttamente urgentissimo il cliente attende
222,Errore di sistema,Il backup automatico non viene eseguito Ho bisogno di aiuto immediato.,Tecnico,alta,errore di sistema il backup automatico non viene eseguito ho bisogno di aiuto immediato
223,Disponibilità articolo,"Vorrei verificare il credito residuo Urgentissimo, il cliente attende.",Commerciale,alta,disponibilità articolo vorrei verificare il credito residuo urgentissimo il cliente attende
224,Busta paga errata,Ho ricevuto il contratto da firmare Ho bisogno di aiuto immediato.,Amministrazione,alta,busta paga errata ho ricevuto il contratto da firmare ho bisogno di aiuto immediato
225,Virus rilevato,Non ricordo la password del mio account Attendo riscontro.,Tecnico,media,virus rilevato non ricordo la password del mio account attendo riscontro
226,Congedo parentale,Ho bisogno di un certificato di lavoro per la banca Cordiali saluti.,Amministrazione,media,congedo parentale ho bisogno di un certificato di lavoro per la banca cordiali saluti
227,Tracciamento ordine,"Il prodotto ricevuto presenta dei difetti Situazione critica, sistema bloccato.",Commerciale,alta,tracciamento ordine il prodotto ricevuto presenta dei difetti situazione critica sistema bloccato
228,Offerta speciale,Ho bisogno di informazioni su un prodotto specifico Attendo riscontro.,Commerciale,media,offerta speciale ho bisogno di informazioni su un prodotto specifico attendo riscontro
229,Virus rilevato,Non esce audio dalle casse del computer Non è prioritario.,Tecnico,bassa,virus rilevato non esce audio dalle casse del computer non è prioritario
230,Busta paga errata,Richiedo un cambio di mansione Grazie per l'assistenza.,Amministrazione,media,busta paga errata richiedo un cambio di mansione grazie per l'assistenza
231,Richiesta permesso,Vorrei attivare lo smart working Problema grave che blocca tutto.,Amministrazione,alta,richiesta permesso vorrei attivare lo smart working problema grave che blocca tutto
232,RAM insufficiente,Non esce audio dalle casse del computer Cordiali saluti.,Tecnico,media,ram insufficiente non esce audio dalle casse del computer cordiali saluti
233,Contratto fornitura,Vorrei informazioni sulla promozione attiva Solo per curiosità.,Commerciale,bassa,contratto fornitura vorrei informazioni sulla promozione attiva solo per curiosità
234,Licenza scaduta,La webcam non viene riconosciuta dal sistema Senza fretta.,Tecnico,bassa,licenza scaduta la webcam non viene riconosciuta dal sistema senza fretta
235,Aggiornamento fallito,Il mouse wireless non risponde Non è prioritario.,Tecnico,bassa,aggiornamento fallito il mouse wireless non risponde non è prioritario
236,Catalogo prodotti,Vorrei ricevere il catalogo prodotti completo Grazie in anticipo.,Commerciale,media,catalogo prodotti vorrei ricevere il catalogo prodotti completo grazie in anticipo
237,Modifica ordine,Vorrei disdire il servizio attivo Senza fretta.,Commerciale,bassa,modifica ordine vorrei disdire il servizio attivo senza fretta
