id,title,body,category,priority,full_text
716,straordinari,VI SCRIVO PER VORREI CHIEDERE LE FERIE DISTINTI SALUTI.,Amministrazione,media,straordinari vi scrivo per vorrei chiedere le ferie distinti saluti
717,lento,il computer si spegne da solo perché come sapete è già da un po' ke ho questo problema e non so più cosa fare,Tecnico,media,lento il computer si spegne da solo perché come sapete è già da un po' ke ho questo problema e non so più cosa fare
718,busta paga,MA È POSSIBILE CH DEVO FIRMARE IL CONTRATTO PRETENDO UNA RISPOSA OGGI!,Amministrazione,media,busta paga ma è possibile ch devo firmare il contratto pretendo una risposa oggi
719,VIRUS?,"CIAO, IL MOUSE NON RISPONDE GRZ",Tecnico,media,virus ciao il mouse non risponde grz
720,LEGGERE,"ANCORA?? NON MI ARRIVANO LE MAIL DEI DLIENTI, CONTROLLATE VOGLIO PARLARE CON UN RESPONSABILE! BLOCCATO COMPLETAMENTE",Tecnico,alta,leggere ancora non mi arrivano le mail dei dlienti controllate voglio parlare con un responsabile bloccato completamente
721,segnalazione,"Con la presente vorrei un preventivo Ringraziando anticipatamente, porgo cordiali saluti",Commerciale,bassa,segnalazione con la presente vorrei un preventivo ringraziando anticipatamente porgo cordiali saluti
722,fattura,mi serve il listino praticamente prezzi mah grazie,Commerciale,media,fattura mi serve il listino praticamente prezzi mah grazie
723,LEGGERE,il mio  insomma  ordine è in ritardo ...non ricordo bene grazie,Commerciale,media,leggere il mio insomma ordine è in ritardo non ricordo bene grazie
724,documento,devo parlare con hr inoltre vi faccio presente che questa situazione va avanti da settimane,Amministrazione,media,documento devo parlare con hr inoltre vi faccio presente che questa situazione va avanti da settimane
725,schermo nero,non vedo le come dire cartelle condivise o qualcosa del genere pensavo che forse,Tecnico,bassa,schermo nero non vedo le come dire cartelle condivise o qualcosa del genere pensavo che forse
726,ferie,"Vi scrivo per richiesta maternità Ringraziando anticipatamente, porgo cordiali saluti.",Amministrazione,media,ferie vi scrivo per richiesta maternità ringraziando anticipatamente porgo cordiali saluti
727,spedizione,ho pagato ma non risulta devo risolvere oggi,Commerciale,alta,spedizione ho pagato ma non risulta devo risolvere oggi
728,password,il gestionale fatture si blocca sempre quando apro le fatture inoltre vi faccio presente che questa situazione va avanti da settimane magari un giorno,Tecnico,bassa,password il gestionale fatture si blocca sempre quando apro le fatture inoltre vi faccio presente che questa situazione va avanti da settimane magari un giorno
729,sconto,devo fare un ordine ma ho bisogno dell'approvazione del budget e aggiungo che un mio collega ha lo stesso identico problema,Commerciale,media,sconto devo fare un ordine ma ho bisogno dell'approvazione del budget e aggiungo che un mio collega ha lo stesso identico problema
730,password,ehi sono in smart working ma il vpn non va e devo fare le note spese e un ordine grz urgentissimo,Tecnico,alta,password ehi sono in smart working ma il vpn non va e devo fare le note spese e un ordine grz urgentissimo
731,bloccato,tastiera rotta ok?,Tecnico,media,bloccato tastiera rotta ok
732,fattura,"Buongiorno, informazioni sui prodotti Resto in attesa di un cortese riscontro. quando potete",Commerciale,bassa,fattura buongiorno informazioni sui prodotti resto in attesa di un cortese riscontro quando potete
733,vi prego,il prodotto è in garanzia? ok? dobbiamo consegnare,Commerciale,alta,vi prego il prodotto è in garanzia ok dobbiamo consegnare
734,vi prego,ANCORA?? DEVO COMUNICARE LA MALATTIA PRETENDO UNA RISPOSTA OGGI! MAGARI UN GIORNO,Amministrazione,bassa,vi prego ancora devo comunicare la malattia pretendo una risposta oggi magari un giorno
735,internet,"Buongiorno, schermo nero quando accendo Resto in attesa di un cortese riscontro",Tecnico,bassa,internet buongiorno schermo nero quando accendo resto in attesa di un cortese riscontro
736,offerta,Basta! assistenza post vendita Non è possibile andare avanti così! È URGENTE,Commerciale,alta,offerta basta assistenza post vendita non è possibile andare avanti così è urgente
737,sconto,spedizione urgente ah dimenticavo questa kosa urgnte qando potete rispondete,Commerciale,media,sconto spedizione urgente ah dimenticavo questa kosa urgnte qando potete rispondete
738,SPEDIZIONE,MA È POSSIBILE CHE SPEDIZIONE URGENTE NON È POSSIBILE ANDARE AVANTI COSÌ!,Commerciale,alta,spedizione ma è possibile che spedizione urgente non è possibile andare avanti così
739,straordinari,devo fare una trasferta perché come sapete è già da un po' che ho questo problema e non so più cosa fare,Amministrazione,media,straordinari devo fare una trasferta perché come sapete è già da un po' che ho questo problema e non so più cosa fare
740,cliente,devo rinnovare l'abbonamento mah aspetto risposta,Commerciale,media,cliente devo rinnovare l'abbonamento mah aspetto risposta
741,rimborso,devo comunicare la malattia e volevo anche dire che ho già provato di tutto ma non funziona niente,Amministrazione,media,rimborso devo comunicare la malattia e volevo anche dire che ho già provato di tutto ma non funziona niente
742,schermo nero,"CIAO, TEAMS NON FUNZIONA GRAZIE! NON POSSO LAVORARE",Tecnico,alta,schermo nero ciao teams non funziona grazie non posso lavorare
743,schermo nero,vppn non si connette,Tecnico,media,schermo nero vppn non si connette
744,cedolino,cambio mansione perché come sapete è già da un po' che ho questo problema e non so più cosa fare devo partire,Amministrazione,alta,cedolino cambio mansione perché come sapete è già da un po' che ho questo problema e non so più cosa fare devo partire
745,prodotto,ssotituzione articolo ...non ricordo bene,Commerciale,media,prodotto ssotituzione articolo non ricordo bene
746,rotto,posso avere uno sconto comunque sia vi chiedo di intervenire il prima possibilie se potete,Commerciale,media,rotto posso avere uno sconto comunque sia vi chiedo di intervenire il prima possibilie se potete
747,bloccato,Desidero segnalare che ho preso un virus Distinti saluti.,Tecnico,bassa,bloccato desidero segnalare che ho preso un virus distinti saluti
748,busta paga,Buongiorno gli straordinari non sono stati pagati ok? non c'è fretta,Amministrazione,bassa,busta paga buongiorno gli straordinari non sono stati pagati ok non c'è fretta
749,busta paga,mi serve certificato lavoro,Amministrazione,media,busta paga mi serve certificato lavoro
750,vpn,Con la presente schermo nero quando accendo Resto in attesa di un cortese riscontro. il cliente aspetta,Tecnico,alta,vpn con la presente schermo nero quando accendo resto in attesa di un cortese riscontro il cliente aspetta
751,straordinari,Ehi voglio dare le dimissioni graz curiosità,Amministrazione,bassa,straordinari ehi voglio dare le dimissioni graz curiosità
752,lento,sono in smart più o meno working ma il vpn non va e devo fare le note spese e un ordine boh non è urgente,Tecnico,bassa,lento sono in smart più o meno working ma il vpn non va e devo fare le note spese e un ordine boh non è urgente
753,offerta,"ciao, il prodotto è in gaeanzia? grz",Commerciale,media,offerta ciao il prodotto è in gaeanzia grz
754,errore,non riesco ad accedere al portale vedere busta paga,Tecnico,media,errore non riesco ad accedere al portale vedere busta paga
755,ORDINE,ancora?? sollecito pagamento voglio parlare con un responsabile! solo per sapere,Commerciale,bassa,ordine ancora sollecito pagamento voglio parlare con un responsabile solo per sapere
756,LEGGERE,devo firmare il contratto e volevo anche dire che ho già provato di tutto ma non funziona niente il cliente aspetta,Amministrazione,alta,leggere devo firmare il contratto e volevo anche dire che ho già provato di tutto ma non funziona niente il cliente aspetta
757,urgente,documenti per come dire la banca (o forse era un'altra cosa?),Amministrazione,bassa,urgente documenti per come dire la banca o forse era un'altra cosa
758,non funziona,"Spett.le ufficio, devo scaricare la cud ma il sito non funziona Ringraziando anticipatamente, porgo cordiali saluti. fatemi sapere",Amministrazione,media,non funziona spett le ufficio devo scaricare la cud ma il sito non funziona ringraziando anticipatamente porgo cordiali saluti fatemi sapere
759,help,ci sono offerte ...non ricordo bene è urgente,Commerciale,alta,help ci sono offerte non ricordo bene è urgente
760,disponibilità,ANCORA?? DEVO RINNOVARE L'ABBONAMENTO INACCETTABILE!!!,Commerciale,alta,disponibilità ancora devo rinnovare l'abbonamento inaccettabile
761,richiesta,Con la presente il wifi n prende In attesa di Vs. risposta cordialmennte. curiosità,Tecnico,bassa,richiesta con la presente il wifi n prende in attesa di vs risposta cordialmennte curiosità
762,stampa,BASTA! HO PERSO TUTTI I DOCUMENTI È LA TERZA VOLTA CHE LO SEGNALO!!,Tecnico,media,stampa basta ho perso tutti i documenti è la terza volta che lo segnalo
763,cliente,devo rinnovare l'abbonamento boh il capo chiede,Commerciale,alta,cliente devo rinnovare l'abbonamento boh il capo chiede
764,prodotto,Salve verifica credito grazie!,Commerciale,alta,prodotto salve verifica credito grazie
765,info,internet non funziona ...non ricordo bene serve subito,Tecnico,alta,info internet non funziona non ricordo bene serve subito
766,LEGGERE,la webcam non funziona ok? solo per sapere,Tecnico,bassa,leggere la webcam non funziona ok solo per sapere
767,HR,informazioni prestito aziendale e volevo anche dire che ho già provato di tutto ma non funziona niente siamo in ritardo,Amministrazione,alta,hr informazioni prestito aziendale e volevo anche dire che ho già provato di tutto ma non funziona niente siamo in ritardo
768,problema,word nn salva file,Tecnico,media,problema word nn salva file
769,internet,la webcam non funziona e aggiungo che un mio collega ha lo stesso identico problema bloccato completamente,Tecnico,alta,internet la webcam non funziona e aggiungo che un mio collega ha lo stesso identico problema bloccato completamente
770,straordinari,devo comunicare la cioè malattia o qualcosa del genere,Amministrazione,media,straordinari devo comunicare la cioè malattia o qualcosa del genere
771,pc rotto,Con la presente tastiera rotta Resto in attesa di un cortese riscontro. deadline domani,Tecnico,alta,pc rotto con la presente tastiera rotta resto in attesa di un cortese riscontro deadline domani
772,segnalazione,Ma è possibile che ho perso tutti i documenti Voglio parlare con un responsabile!,Tecnico,media,segnalazione ma è possibile che ho perso tutti i documenti voglio parlare con un responsabile
773,help,Non è accettabile che aiuto con il 730 Voglio parlare con un responsabile!,Amministrazione,bassa,help non è accettabile che aiuto con il 730 voglio parlare con un responsabile
774,preventivo,mi srve il listino prezzi e volevo ank dire che ho già provato di tutto ma non funziona niente riunione importante,Commerciale,alta,preventivo mi srve il listino prezzi e volevo ank dire che ho già provato di tutto ma non funziona niente riunione importante
775,schermo nero,teams non funziona e aggiungo che un mio collega ha lo stesso identico problema non è urgnte!!!,Tecnico,bassa,schermo nero teams non funziona e aggiungo che un mio collega ha lo stesso identico problema non è urgnte
776,COMPUTER,Con la presente il mouse non risponde Distinti saluti.,Tecnico,media,computer con la presente il mouse non risponde distinti saluti
777,pc rotto,SALVE LA WEBCAM NN FUNZINA GRAZIE!,Tecnico,media,pc rotto salve la webcam nn funzina grazie
778,vpn,"Gentilissimi, nn riesco ad accedere al computer Grazie per la collaborazione. non è urgente",Tecnico,bassa,vpn gentilissimi nn riesco ad accedere al computer grazie per la collaborazione non è urgente
779,cedolino,cambio mansione ...non ricordo bene sono fermo,Amministrazione,alta,cedolino cambio mansione non ricordo bene sono fermo
780,malattia,MA È POSSIBILE CHE GLI STRAORDINARI NON SONO STATI PAGATI VOGLIO PARLARE CON UN RESPONSABILE! SERVE SUBITO,Amministrazione,alta,malattia ma è possibile che gli straordinari non sono stati pagati voglio parlare con un responsabile serve subito
781,SUPPORTO,"ANCORA?? LA MAIL PER LE NOTE SPESE NON PARTE, COME FACCIO VOGLIO PARLARE CON UN RESPONSABILE! E URGENTE",Amministrazione,alta,supporto ancora la mail per le note spese non parte come faccio voglio parlare con un responsabile e urgente
782,LEGGERE,la password non funziona più thx urgentissimo,Tecnico,alta,leggere la password non funziona più thx urgentissimo
783,spedizione,upgrade del piano,Commerciale,media,spedizione upgrade del piano
784,virus?,"Ciao, tastiera rotta grz",Tecnico,bassa,virus ciao tastiera rotta grz
785,catalogo,avete il catalogo e volevo anche dire che ho già provato di tutto ma non funziona niente,Commerciale,bassa,catalogo avete il catalogo e volevo anche dire che ho già provato di tutto ma non funziona niente
786,pagamento,upgrade del piano boh riunione importante,Commerciale,alta,pagamento upgrade del piano boh riunione importante
787,(nessun oggetto),ho perso tutti documenti presentazione tra poco,Tecnico,alta,nessun oggetto ho perso tutti documenti presentazione tra poco
788,errore,salve verifica credito,Commerciale,media,errore salve verifica credito
789,cliente,"non riesco fare l'ordine online, sito errore",Commerciale,media,cliente non riesco fare l'ordine online sito errore
790,fattura,posso avere uno  più o meno  sconto boh bloccato completamente,Commerciale,alta,fattura posso avere uno più o meno sconto boh bloccato completamente
791,richiesta,word non salva i file comunque sia vi chiedo di intervenire il prima possibile se potete è un'emergenza,Tecnico,alta,richiesta word non salva i file comunque sia vi chiedo di intervenire il prima possibile se potete è un'emergenza
792,bloccato,VI SCRIVO PER NON HO PIÙ SPAZIO SUL DISCO DISTINTI SALUTI.,Tecnico,media,bloccato vi scrivo per non ho più spazio sul disco distinti saluti
793,errore,devo parlare con insomma hr ...non ricordo bene,Amministrazione,bassa,errore devo parlare con insomma hr non ricordo bene
794,CLIENTE,PER L'ENNESIMA VOLTA: IL MIO ORDINE È IN RITARDO INACCETTABILE!!!,Commerciale,bassa,cliente per l'ennesima volta il mio ordine è in ritardo inaccettabile
795,730,mi serve la cud inoltre vi faccio presente che questa situszione va avanti da settimane,Amministrazione,media,730 mi serve la cud inoltre vi faccio presente che questa situszione va avanti da settimane
796,RIMBORSO,informazioni sul tfr inoltre vi faccio presente che questa situazione va avanti da settimane,Amministrazione,bassa,rimborso informazioni sul tfr inoltre vi faccio presente che questa situazione va avanti da settimane
797,permesso,contributi sono sbagliati,Amministrazione,bassa,permesso contributi sono sbagliati
798,info,la password non funziona  insomma  più o qualcosa del genere,Tecnico,media,info la password non funziona insomma più o qualcosa del genere
799,sconto,assistenza post vendita una cosina veloce: non riesco più ad accedere a nulla,Commerciale,media,sconto assistenza post vendita una cosina veloce non riesco più ad accedere a nulla
800,segnalazione,"Gentilissimi, non mi fa entrare nel sistema Grazie per la collaborazione. curiosità",Tecnico,bassa,segnalazione gentilissimi non mi fa entrare nel sistema grazie per la collaborazione curiosità
801,preventivo,"Ciao, mi serve il listino prezzi thx curiosità?!",Commerciale,bassa,preventivo ciao mi serve il listino prezzi thx curiosità
802,stampa,excel si chiude da solo comunque sia vi chiedo di intervenire il prima possibile se potete se avete tempo,Tecnico,bassa,stampa excel si chiude da solo comunque sia vi chiedo di intervenire il prima possibile se potete se avete tempo
803,internet,il monitor non si accende grz se avete tempo,Tecnico,bassa,internet il monitor non si accende grz se avete tempo
804,(nessun oggetto),MA È POSSIBILE CHE IL PRODOTTO È IN GARANZIA? È LA TERZA VOLTA CHE LO SEGNALO!! URGENTISSIMO,Commerciale,alta,nessun oggetto ma è possibile che il prodotto è in garanzia è la terza volta che lo segnalo urgentissimo
805,errore sistema,"Ciao, non mi fa entrare nel sistema thx se avete tempo",Tecnico,bassa,errore sistema ciao non mi fa entrare nel sistema thx se avete tempo
806,rete,SCHERMO NERO QUANDO ACCENDO COMUNQUE SIA VI CHIEDO DI INTERVENIRE IL PRIMA POSSIBILE SE POTETE GRAZIE,Tecnico,media,rete schermo nero quando accendo comunque sia vi chiedo di intervenire il prima possibile se potete grazie
807,cedolino,Buongiorno detrazioni fiscali una cosina veloce: non riesco più ad accedere a nulla,Amministrazione,media,cedolino buongiorno detrazioni fiscali una cosina veloce non riesco più ad accedere a nulla
808,prodotto,"info sui prodotti grz so ke e' urgente ma n c'è fretta, fate con comodo",Commerciale,media,prodotto info sui prodotti grz so ke e' urgente ma n c'è fretta fate con comodo
809,contratto,BASTA! DETRAZIONI FISCALI PRETENDO UNA RISPOSTA OGGI!,Amministrazione,bassa,contratto basta detrazioni fiscali pretendo una risposta oggi
810,PASSWORD,Ancora?? il gestionale fatture si blocca sempre quando apro le fatture Pretendo una risposta OGGI!,Tecnico,media,password ancora il gestionale fatture si blocca sempre quando apro le fatture pretendo una risposta oggi
811,COMPUTER,non riesco ad accedere  non so se mi spiego  al computer boh,Tecnico,media,computer non riesco ad accedere non so se mi spiego al computer boh
812,PROBLEMA PC,Basta! il pc non funziona e non riesco a mandare l'ordine né a timbrre le ferie Pretendo una risposta OGGI!,Tecnico,media,problema pc basta il pc non funziona e non riesco a mandare l'ordine né a timbrre le ferie pretendo una risposta oggi
813,hr,richiesta smart working inoltre vi faccio presente che questa situazione va avanti da settimane,Amministrazione,media,hr richiesta smart working inoltre vi faccio presente che questa situazione va avanti da settimane
814,fwd:,"Ehi il sistema delle ferie non mi fa inserire la richiesta, da errore thx",Amministrazione,bassa,fwd ehi il sistema delle ferie non mi fa inserire la richiesta da errore thx
815,urgente,Ma è possibile ch vorrei dei campioni Non è possibilr andare avanti così! grazie!!!,Commerciale,media,urgente ma è possibile ch vorrei dei campioni non è possibilr andare avanti così grazie
816,CONTRATTO,"Non è accettabile che la mail per le note spese nn parte, come faccio Inaccettabile",Amministrazione,bassa,contratto non è accettabile che la mail per le note spese nn parte come faccio inaccettabile
817,errore sistema,il mouse non risponde grazie! devo partire,Tecnico,alta,errore sistema il mouse non risponde grazie devo partire
818,aiuto,teams non funziona ciao aspetto risposta,Tecnico,media,aiuto teams non funziona ciao aspetto risposta
819,disponibilità,Ancora?? devo fare un reso Voglio parlare con un responsabile!,Commerciale,media,disponibilità ancora devo fare un reso voglio parlare con un responsabile
820,vi prego,Desidero segnalare che devo modificare l'ordine Grazie per la collaborazione.,Commerciale,media,vi prego desidero segnalare che devo modificare l'ordine grazie per la collaborazione
821,internet,"Ciao, ho preso un virus fatemi sapere",Tecnico,media,internet ciao ho preso un virus fatemi sapere
822,help,excel si chiude da solo e aggiungo che un mio collega ha lo stesso identico problema presentazione tra poco,Tecnico,alta,help excel si chiude da solo e aggiungo che un mio collega ha lo stesso identico problema presentazione tra poco
823,mail,nonn mi fa entrare nel non so se mi spiego sistema ...non ricordo bene già che ci siete,Tecnico,bassa,mail nonn mi fa entrare nel non so se mi spiego sistema non ricordo bene già che ci siete
824,lento,salve ho preso un virus thx,Tecnico,media,lento salve ho preso un virus thx
825,spedizione,"non riesco  più o meno  a fare l'ordine online, il sito da errore o qualcosa del genere",Commerciale,media,spedizione non riesco più o meno a fare l'ordine online il sito da errore o qualcosa del genere
826,richiesta,gli straordinari non  nel senso  sono stati pagati mah,Amministrazione,alta,richiesta gli straordinari non nel senso sono stati pagati mah
827,spedizione,"Desidero segnalare ch la fattura è sbagliata In attesa di Vs. risposta, cordialmente.",Commerciale,bassa,spedizione desidero segnalare ch la fattura è sbagliata in attesa di vs risposta cordialmente
828,busta paga,ANCORA?? DEVO COMUNICARE LA MALATTIA INACCETTABILE!!! URGENTE,Amministrazione,alta,busta paga ancora devo comunicare la malattia inaccettabile urgente
829,malattia,NON E ACCETTABILE CHE DEVO COMUNICARE LA MALATTIA PRETENDO UNA RISPOSTA OGGI!,Amministrazione,media,malattia non e accettabile che devo comunicare la malattia pretendo una risposta oggi
830,reso,voglio annullare l'ordine?!,Commerciale,media,reso voglio annullare l'ordine
831,smart working,Con la presente assegni familiari Distinti saluti. se avete tempo,Amministrazione,bassa,smart working con la presente assegni familiari distinti saluti se avete tempo
832,PRODOTTO,Ma è possibile che voglio annullare l'ordine Non è possibile andare avanti così! sono fermo,Commerciale,alta,prodotto ma è possibile che voglio annullare l'ordine non è possibile andare avanti così sono fermo
833,lento,outlook nn si apre perché come sapete é già da un po' che ho qsto problema e non so più cosa fare urgentissimo,Tecnico,alta,lento outlook nn si apre perché come sapete é già da un po' che ho qsto problema e non so più cosa fare urgentissimo
834,730,Salve il contratto scade grz,Amministrazione,media,730 salve il contratto scade grz
835,pagamento,PROMOZIONI ATTIVE GRAZIE,Commerciale,media,pagamento promozioni attive grazie
836,offerta,"Vi scrivo per devo rinnovare l'abbonamento Ringraziando anticipatamente, porgo cordiali saluti. una cosina veloce: non riesco più ad accedere a nulla",Commerciale,media,offerta vi scrivo per devo rinnovare l'abbonamento ringraziando anticipatamente porgo cordiali saluti una cosina veloce non riesco più ad accedere a nulla
837,non funziona,vpn non si connette e volevo anche dire ch ho già provato di tutto ma non funziona niente,Tecnico,media,non funziona vpn non si connette e volevo anche dire ch ho già provato di tutto ma non funziona niente
838,stampa,mouse non risponde!!,Tecnico,bassa,stampa mouse non risponde
839,non va,il pc fa rumori strani e aggiungo che un mio collega ha lo stesso identico problema,Tecnico,bassa,non va il pc fa rumori strani e aggiungo che un mio collega ha lo stesso identico problema
840,ordine,"Vi scrivo per feedback sul servizio Ringraziando anticipatamente, porgo cordiali ssluti.",Commerciale,media,ordine vi scrivo per feedback sul servizio ringraziando anticipatamente porgo cordiali ssluti
841,importante,"Spett.le ufficio, vogio dare le dimissioni In attesa di Vs. risposta, cordialmente.",Amministrazione,media,importante spett le ufficio vogio dare le dimissioni in attesa di vs risposta cordialmente
842,contratto,la fattura del fornitore non quadra con le mie note spese thx se avete tempo,Amministrazione,bassa,contratto la fattura del fornitore non quadra con le mie note spese thx se avete tempo
843,offerta,ho pagato ma non risulta,Commerciale,media,offerta ho pagato ma non risulta
844,URGENTE,richiesta smart working (o forse era un'altra cosa?),Amministrazione,media,urgente richiesta smart working o forse era un'altra cosa
845,offerta,Spett.le ufficio spedizione urgenete Resto in attesa di un cortese riscontro,Commerciale,media,offerta spett le ufficio spedizione urgenete resto in attesa di un cortese riscontro
846,rotto,"Gentilissimi, non riesco a stampare Grazie per la collaborazione. URGENTE",Tecnico,alta,rotto gentilissimi non riesco a stampare grazie per la collaborazione urgente
847,non va,non riesco a non so se mi spiego stampare mah se avete tempo,Tecnico,bassa,non va non riesco a non so se mi spiego stampare mah se avete tempo
848,richiesta,voglio cambiare orario boh,Amministrazione,bassa,richiesta voglio cambiare orario boh
849,computer,ehi schermo nero quando accendo thx non so se si può,Tecnico,bassa,computer ehi schermo nero quando accendo thx non so se si può
850,errore sistema,il monitor  non so se mi spiego  non si accende o qualcosa del genere riunione importante,Tecnico,alta,errore sistema il monitor non so se mi spiego non si accende o qualcosa del genere riunione importante
851,(nessun oggetto),Ma é possibile ch dov'è il mio ordine Voglio parlare con un responsabile! già ke ci siete,Commerciale,bassa,nessun oggetto ma é possibile ch dov'è il mio ordine voglio parlare con un responsabile già ke ci siete
852,documento,Per l'ennesima volta: devo fare il rimborso spese Inaccettabile!!! magari un giorno,Amministrazione,bassa,documento per l'ennesima volta devo fare il rimborso spese inaccettabile magari un giorno
853,problema pc,ho preso virus aspetto risposta,Tecnico,media,problema pc ho preso virus aspetto risposta
854,vpn,internet non funziona,Tecnico,bassa,vpn internet non funziona
855,cedolino,MA È POSSIBILE CHE IL CEDOLINO HA UN ERRORE NON È POSSIBILE ANDARE AVANTI COSÌ! SIAMO IN RITARDO,Amministrazione,alta,cedolino ma è possibile che il cedolino ha un errore non è possibile andare avanti così siamo in ritardo
856,straordinari,Vi scrivo per la fattura del fornitore non quadra con le mie note spese Distinti saluti.,Amministrazione,alta,straordinari vi scrivo per la fattura del fornitore non quadra con le mie note spese distinti saluti
857,non va,Basta! non vedo le cartelle condivise Inaccettabile!!!,Tecnico,media,non va basta non vedo le cartelle condivise inaccettabile
858,spedizione,Buongiorno ho pagato ma nn risulta thx fatemi sapere,Commerciale,media,spedizione buongiorno ho pagato ma nn risulta thx fatemi sapere
859,malattia,mi serve la cud,Amministrazione,media,malattia mi serve la cud
860,PROBLEMA PC,gentilissimi il compiuter si spegne da solo ringraziando anticipatamente porgo cordiali saluti. fatemi sapere,Tecnico,media,problema pc gentilissimi il compiuter si spegne da solo ringraziando anticipatamente porgo cordiali saluti fatemi sapere
861,guasto,aiuto con più o meno il 730 n ricordo bene,Amministrazione,media,guasto aiuto con più o meno il 730 n ricordo bene
862,errore,upgrade del piano,Commerciale,bassa,errore upgrade del piano
863,contratto,nota spese da  non so se mi spiego  approvare boh,Amministrazione,bassa,contratto nota spese da non so se mi spiego approvare boh
864,supporto,salve lettera di referenze thx,Amministrazione,media,supporto salve lettera di referenze thx
865,virus?,Salve il gestionale fatture si blocca sempre quando apro le fatture ciao!!!,Tecnico,media,virus salve il gestionale fatture si blocca sempre quando apro le fatture ciao
866,Re: Re:,richiesta maternità e volevo anche dire che ho già provato di tutto ma n funziona niente devo risolvere oggi,Amministrazione,alta,re re richiesta maternità e volevo anche dire che ho già provato di tutto ma n funziona niente devo risolvere oggi
867,BUSTA PAGA,NON È ACCETTABILE CHE DEVO PARLARE CON HR INACCETTABIPE!!!,Amministrazione,bassa,busta paga non è accettabile che devo parlare con hr inaccettabipe
868,hr,Per l'ennesima volta: la busta paga è sbagliata Voglio parlare con un responsabile! nn so se si può,Amministrazione,bassa,hr per l'ennesima volta la busta paga è sbagliata voglio parlare con un responsabile nn so se si può
869,vi prego,"non mi arrivano le mail dei  più o meno  clienti, controllate boh",Tecnico,bassa,vi prego non mi arrivano le mail dei più o meno clienti controllate boh
870,Re: Re:,mail non parte riunione importante,Tecnico,alta,re re mail non parte riunione importante
871,RE: RE:,PER L'ENNESIMA VOLTA: NOTA SPESE DA APPROVARE INACCETTABILE!!!,Amministrazione,media,re re per l'ennesima volta nota spese da approvare inaccettabile
872,cliente,upgrade del piano devo risolvere oggi,Commerciale,alta,cliente upgrade del piano devo risolvere oggi
873,busta paga,SALVE IL SISTEMA DELLE FERIE NON MI FA INSERIRE LA RICHIESTA DA ERRORE CIAO FATEMI SAPERE,Amministrazione,media,busta paga salve il sistema delle ferie non mi fa inserire la richiesta da errore ciao fatemi sapere
874,schermo nero,non mi fa entrare più o meno nel sistema n ricordo bene non so se si può,Tecnico,bassa,schermo nero non mi fa entrare più o meno nel sistema n ricordo bene non so se si può
875,cedolino,"Vi scrivo per il sistema delle ferie non mi fa inserire la richiesta, da errore Distinti saluti.",Amministrazione,media,cedolino vi scrivo per il sistema delle ferie non mi fa inserire la richiesta da errore distinti saluti
876,assistenza,contratto di fornitura (o forse era un'altra cosa?) deadline domani,Commerciale,alta,assistenza contratto di fornitura o forse era un'altra cosa deadline domani
877,SEGNALAZIONE,Per l'ennesima volta: mi serve un certificato di lavoro È la terza volta che lo segnalo!! se avete tempo,Amministrazione,bassa,segnalazione per l'ennesima volta mi serve un certificato di lavoro è la terza volta che lo segnalo se avete tempo
878,NON VA,Ma è possibile che il wifi non prende Inaccettabile!!!,Tecnico,bassa,non va ma è possibile che il wifi non prende inaccettabile
879,cliente,vorrei un preventivo inoltre vi faccio presente che questa situazione va avanti da settimane fatemi sapere,Commerciale,media,cliente vorrei un preventivo inoltre vi faccio presente che questa situazione va avanti da settimane fatemi sapere
880,computer,"Gentilissimi, il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie Ringraziando anticipatamente, porgo cordiali saluti. fatemi sapere niente di che ma il sistema è completamente bloccato",Tecnico,media,computer gentilissimi il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie ringraziando anticipatamente porgo cordiali saluti fatemi sapere niente di che ma il sistema è completamente bloccato
881,virus?,pc fa rumori strani curiosità,Tecnico,bassa,virus pc fa rumori strani curiosità
882,richiesta,informazioni sul tfr mah quando potete,Amministrazione,media,richiesta informazioni sul tfr mah quando potete
883,domanda,ANCORA?? LA WEBCAM NON FUNZIONA NON È POSSIBILE ANDARE AVANTI COSÌ!,Tecnico,media,domanda ancora la webcam non funziona non è possibile andare avanti così
884,ordine,VERIFICA CREDITO E AGGIUNGO CHE UN MIO COLLEGA HA LO STESSO IDENTICO PROBLEMA,Commerciale,media,ordine verifica credito e aggiungo che un mio collega ha lo stesso identico problema
885,da risolvere,Ehi devo fare il rimborso spese grazie!,Amministrazione,media,da risolvere ehi devo fare il rimborso spese grazie
886,smart working,"Spett.le ufficio, voglio cambiare orario Resto in attesa di un cortese riscontro.",Amministrazione,media,smart working spett le ufficio voglio cambiare orario resto in attesa di un cortese riscontro
887,SPEDIZIONE,NON È ACCETTABILE CHE AVETE IL CATALOGO PRETENDO UNA RISPOSTA OGGI!,Commerciale,media,spedizione non è accettabile che avete il catalogo pretendo una risposta oggi
888,errore,devo fare un ordine ma ho bisogno dell'approvazione del budget inoltre vi faccio presente ke questa situazione va avanti da settimane n so se si può,Commerciale,bassa,errore devo fare un ordine ma ho bisogno dell'approvazione del budget inoltre vi faccio presente ke questa situazione va avanti da settimane n so se si può
889,non va,PER L'ENNESIMA VOLTA: INTERNET NN FUNZIONA PRETENDO UNA RISPOSTA OGGI,Tecnico,media,non va per l'ennesima volta internet nn funziona pretendo una risposta oggi
